index	status	map_line
1169	VERIFIED	0002:00586930 ??$iprintln@PBD$$BY01$$CBD$$BY0BD@$$CBD@Broc@@YAXABQBDAAY01$$CBDAAY0BD@$$CBD@Z 00D75E30 f i mp_util_wad.o	VERIFIED: IDA three-part iprintln wrapper matches the port
1170	VERIFIED	0002:005869d0 ??$iprintln@PBD$$BY01$$CBD$$BY0BG@$$CBD@Broc@@YAXABQBDAAY01$$CBDAAY0BG@$$CBD@Z 00D75ED0 f i mp_util_wad.o	VERIFIED: IDA three-part iprintln wrapper matches the port
1171	VERIFIED	0002:00586a70 ??$iprintln@$$BY0BC@$$CBD@Broc@@YAXAAY0BC@$$CBD@Z 00D75F70 f i mp_util_wad.o	VERIFIED: IDA single-part iprintln wrapper matches the port
1172	VERIFIED	0002:00586b00 ??$iprintln@PBD$$BY01$$CBD$$BY0CB@$$CBD@Broc@@YAXABQBDAAY01$$CBDAAY0CB@$$CBD@Z 00D76000 f i mp_util_wad.o	VERIFIED: IDA three-part iprintln wrapper matches the port
1173	VERIFIED	0002:00586ba0 ??$IsDefined@Vhudelem@Broc@@@@YA_NABVhudelem@Broc@@@Z 00D760A0 f i mp_util_wad.o	VERIFIED: IDA 0x00986BA0 forwards to hudelem::IsDefined()
1174	VERIFIED	0002:00586bc0 ?IsDefined@hudelem@Broc@@QBE_NXZ 00D760C0 f i mp_util_wad.o	VERIFIED: IDA 0x00986BC0 checks mHudIndex against -1
1175	VERIFIED	0002:00586bf0 ??$iprintln@$$BY0BL@$$CBD@Broc@@YAXAAY0BL@$$CBD@Z 00D760F0 f i mp_util_wad.o	VERIFIED: IDA single-part iprintln wrapper matches the port
1176	VERIFIED	0002:00586c80 ??$iprintln@$$BY0BJ@$$CBD@Broc@@YAXAAY0BJ@$$CBD@Z 00D76180 f i mp_util_wad.o	VERIFIED: IDA single-part iprintln wrapper matches the port
1177	VERIFIED	0002:00586d10 ??$iprintln@$$BY0BG@$$CBD@Broc@@YAXAAY0BG@$$CBD@Z 00D76210 f i mp_util_wad.o	VERIFIED: IDA single-part iprintln wrapper matches the port
1178	VERIFIED	0002:00586da0 ??$iprintln@$$BY0BI@$$CBD@Broc@@YAXAAY0BI@$$CBD@Z 00D762A0 f i mp_util_wad.o	VERIFIED: IDA single-part iprintln wrapper matches the port
1179	VERIFIED	0002:00586e30 ??$iprintln@$$BY0CF@$$CBD@Broc@@YAXAAY0CF@$$CBD@Z 00D76330 f i mp_util_wad.o	VERIFIED: IDA single-part iprintln wrapper matches the port
1180	VERIFIED	0002:00586ec0 ??$iprintln@$$BY0CH@$$CBD@Broc@@YAXAAY0CH@$$CBD@Z 00D763C0 f i mp_util_wad.o	VERIFIED: IDA single-part iprintln wrapper matches the port
1181	VERIFIED	0002:00586f50 ??$iprintln@$$BY0BK@$$CBD@Broc@@YAXAAY0BK@$$CBD@Z 00D76450 f i mp_util_wad.o	VERIFIED: IDA single-part iprintln wrapper matches the port
1182	VERIFIED	0002:00586fe0 ??$iprintln@$$BY0BH@$$CBD@Broc@@YAXAAY0BH@$$CBD@Z 00D764E0 f i mp_util_wad.o	VERIFIED: IDA single-part iprintln wrapper matches the port
1183	VERIFIED	0002:00587070 ??$iprintln@$$BY0BA@$$CBD@Broc@@YAXAAY0BA@$$CBD@Z 00D76570 f i mp_util_wad.o	VERIFIED: IDA single-part iprintln wrapper matches the port
1184	PORTED	0002:00587100 ??$waittill@Ventity@Broc@@@Broc@@YAXVentity@0@UHashStr@@AAV10@@Z 00D76600 f i mp_util_wad.o	PORTED: added the IDA entity waittill output carrier wrapper and shared carrier bridge
1185	PORTED	0002:005871c0 ?AssignParameterForNotify@Broc@@YA_NABVentity@1@UHashStr@@PAVWaitTilOutput@@@Z 00D766C0 f i mp_util_wad.o	PORTED: added the IDA BrocAPI mAssignParameterForNotify forwarding wrapper
1186	VERIFIED	0002:00587200 ??$iprintln@$$BY0BD@$$CBD@Broc@@YAXAAY0BD@$$CBD@Z 00D76700 f i mp_util_wad.o	VERIFIED: IDA single-part iprintln wrapper matches the port
1187	VERIFIED	0002:00587290 ??$iprintln@PBD@Broc@@YAXABQBD@Z 00D76790 f i mp_util_wad.o	VERIFIED: IDA const-char* iprintln wrapper matches the port
1188	VERIFIED	0002:00587320 ??$iprintlnbold@$$BY0CE@$$CBD@Broc@@YAXAAY0CE@$$CBD@Z 00D76820 f i mp_util_wad.o	VERIFIED: IDA single-part iprintlnbold wrapper matches the port
1189	VERIFIED	0002:005873b0 ??$iprintlnbold@$$BY0BM@$$CBD@Broc@@YAXAAY0BM@$$CBD@Z 00D768B0 f i mp_util_wad.o	VERIFIED: IDA single-part iprintlnbold wrapper matches the port
1190	VERIFIED	0002:00587440 ??0?$dyn_array@H@Broc@@QAE@XZ 00D76940 f i mp_util_wad.o
1191	VERIFIED	0002:005874b0 ??1?$dyn_array@H@Broc@@QAE@XZ 00D769B0 f i mp_util_wad.o
1192	VERIFIED	0002:005874f0 ??A?$dyn_array@H@Broc@@QAEAAHI@Z 00D769F0 f i mp_util_wad.o
1193	FIXED	0002:00587710 ?push_back@?$dyn_array@H@Broc@@QAEXABH@Z 00D76C10 f i mp_util_wad.o	FIXED: matched IDA push_back growth capacity of mSize + 4 in the shared dyn_array helper
1194	PORTED	0002:00587910 ??$IsDefined@Ventity@Broc@@@Broc@@YA_NABV?$dyn_array@Ventity@Broc@@@0@@Z 00D76E10 f i mp_util_wad.o	PORTED: added the IDA capacity-nonzero dyn_array IsDefined wrapper
1195	SKIPPED	0002:00587940 ??$_Distance@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@I@std@@YAXViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@0@0AAI@Z 00D76E40 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1196	PORTED	0002:00587990 ??$hash_value@UHashStr@@@stdext@@YAIABUHashStr@@@Z 00D76E90 f i mp_util_wad.o	PORTED: added the IDA HashStr XOR 0xDEADBEEF hash helper
1197	SKIPPED	0002:005879c0 ??$?8U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@U01@@std@@YA_NABV?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@0@0@Z 00D76EC0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1198	SKIPPED	0002:005879e0 ??$insert@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@QAEXViterator@01@00@Z 00D76EE0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1199	SKIPPED	0002:00587a30 ??$?8U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@U01@@std@@YA_NABV?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@0@0@Z 00D76F30 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1200	SKIPPED	0002:00587a50 ??$insert@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@QAEXViterator@01@00@Z 00D76F50 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1201	SKIPPED	0002:00587aa0 ??$copy@PAViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@PAV123@@std@@YAPAViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@0@PAV120@00@Z 00D76FA0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1202	SKIPPED	0002:00587af0 ??$_Ucopy@PAViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@3@@std@@IAEPAViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@1@PAV231@00@Z 00D76FF0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1203	SKIPPED	0002:00587b30 ??$fill@PAViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@V123@@std@@YAXPAViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@0@0ABV120@@Z 00D77030 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1204	SKIPPED	0002:00587b70 ??$copy_backward@PAViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@PAV123@@std@@YAPAViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@0@PAV120@00@Z 00D77070 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1205	SKIPPED	0002:00587bc0 ??$copy@PAViterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@PAV123@@std@@YAPAViterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@0@PAV120@00@Z 00D770C0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1206	SKIPPED	0002:00587c10 ??$_Ucopy@PAViterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@@3@@std@@IAEPAViterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@1@PAV231@00@Z 00D77110 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1207	SKIPPED	0002:00587c50 ??$fill@PAViterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@V123@@std@@YAXPAViterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@0@0ABV120@@Z 00D77150 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1208	SKIPPED	0002:00587c90 ??$copy_backward@PAViterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@PAV123@@std@@YAPAViterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@0@PAV120@00@Z 00D77190 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1209	PORTED	0002:00587ce0 ??0?$BrocDtor@V?$dyn_array@Uvector@Broc@@@Broc@@@@QAE@XZ 00D771E0 f i mp_util_wad.o	PORTED: added the IDA BrocDtor<dyn_array<vector>> constructor and vtable-backed base initialization
1210	PORTED	0002:00587d10 ??0?$BrocDtor@V?$dyn_array@M@Broc@@@@QAE@XZ 00D77210 f i mp_util_wad.o	PORTED: added the IDA BrocDtor<dyn_array<float>> constructor and vtable-backed base initialization
1211	PORTED	0002:00587d40 ??0?$BrocDtor@V?$dyn_array@H@Broc@@@@QAE@XZ 00D77240 f i mp_util_wad.o	PORTED: added the IDA BrocDtor<dyn_array<int>> constructor and vtable-backed base initialization
1212	VERIFIED	0002:00587d70 ?size@?$dyn_array@Uvector@Broc@@@Broc@@QBEHXZ 00D77270 f i mp_util_wad.o	VERIFIED: IDA dyn_array size accessor matches the shared mSize accessor
1213	VERIFIED	0002:00587d90 ?capacity@?$dyn_array@Ventity@Broc@@@Broc@@QBEHXZ 00D77290 f i mp_util_wad.o	VERIFIED: IDA dyn_array capacity accessor matches the shared mCapacity accessor
1214	PORTED	0002:00587db0 ?Destroy@?$BrocDtor@V?$dyn_array@Uvector@Broc@@@Broc@@@@UAEXPAX@Z 00D772B0 f i mp_util_wad.o	PORTED: added the IDA BrocDtor<dyn_array<vector>>::Destroy delete bridge
1215	PORTED	0002:00587de0 ?Destroy@?$BrocDtor@V?$dyn_array@M@Broc@@@@UAEXPAX@Z 00D772E0 f i mp_util_wad.o	PORTED: added the IDA BrocDtor<dyn_array<float>>::Destroy delete bridge
1216	PORTED	0002:00587e10 ?Destroy@?$BrocDtor@V?$dyn_array@H@Broc@@@@UAEXPAX@Z 00D77310 f i mp_util_wad.o	PORTED: added the IDA BrocDtor<dyn_array<int>>::Destroy delete bridge
1217	SKIPPED	0002:00587e40 ??_G?$dyn_array@Uvector@Broc@@@Broc@@QAEPAXI@Z 00D77340 f i mp_util_wad.o  SKIPPED: compiler-generated deleting destructor; supplied by the compiler
1218	SKIPPED	0002:00587e90 ??_G?$dyn_array@M@Broc@@QAEPAXI@Z 00D77390 f i mp_util_wad.o  SKIPPED: compiler-generated deleting destructor; supplied by the compiler
1219	SKIPPED	0002:00587ee0 ??_G?$dyn_array@H@Broc@@QAEPAXI@Z 00D773E0 f i mp_util_wad.o  SKIPPED: compiler-generated deleting destructor; supplied by the compiler
1220	VERIFIED	0002:00587f30 ??$ConcatText@Vstring@Broc@@@Broc@@YAXAAVstring@0@ABV10@@Z 00D77430 f i mp_util_wad.o	VERIFIED: IDA string ConcatText assignment matches the shared 256-byte formatter
1221	VERIFIED	0002:00587f70 ?resize@?$dyn_array@Uvector@Broc@@@Broc@@QAEXII@Z 00D77470 f i mp_util_wad.o	VERIFIED: IDA resize behavior matches the shared dyn_array Win32 storage implementation
1222	VERIFIED	0002:00588270 ??4?$dyn_array@Uvector@Broc@@@Broc@@QAEXABV01@@Z 00D77770 f i mp_util_wad.o	VERIFIED: IDA vector copy-assignment behavior matches the shared dyn_array implementation
1223	VERIFIED	0002:00588490 ?construct_array@?$dyn_array@Uvector@Broc@@@Broc@@AAEPAUvector@2@II@Z 00D77990 f i mp_util_wad.o	VERIFIED: IDA vector construct_array behavior matches the shared Win32 allocator equivalent
1224	VERIFIED	0002:00588680 ?destroy_all@?$dyn_array@Uvector@Broc@@@Broc@@AAEXXZ 00D77B80 f i mp_util_wad.o	VERIFIED: IDA vector destroy_all behavior matches the shared Win32 storage equivalent
1225	VERIFIED	0002:00588800 ?resize@?$dyn_array@M@Broc@@QAEXII@Z 00D77D00 f i mp_util_wad.o	VERIFIED: IDA float resize behavior matches the shared dyn_array implementation
1226	FIXED	0002:00588a90 ?push_back@?$dyn_array@M@Broc@@QAEXABM@Z 00D77F90 f i mp_util_wad.o	FIXED: matched IDA push_back growth capacity of mSize + 4 in the shared dyn_array helper
1227	VERIFIED	0002:00588c90 ??4?$dyn_array@M@Broc@@QAEXABV01@@Z 00D78190 f i mp_util_wad.o	VERIFIED: IDA float copy-assignment behavior matches the shared dyn_array implementation
1228	VERIFIED	0002:00588e90 ?destroy_all@?$dyn_array@M@Broc@@AAEXXZ 00D78390 f i mp_util_wad.o	VERIFIED: IDA float destroy_all behavior matches the shared Win32 storage equivalent
1229	FIXED	0002:00589010 ?resize@?$dyn_array@Vstring@Broc@@@Broc@@QAEXII@Z 00D78510 f i mp_util_wad.o	FIXED: matched IDA string resize destruction by releasing removed string blocks while preserving Win32 capacity storage
1230	VERIFIED	0002:00589310 ??$ConcatText@$$BY0BD@$$CBDUbint@@@Broc@@YAXAAVstring@0@AAY0BD@$$CBDABUbint@@@Z 00D78810 f i mp_util_wad.o	VERIFIED: IDA string/bint ConcatText uses the shared localized/decimal formatter
1231	VERIFIED	0002:00589370 ?GetText@Broc@@YAPBDPBDPAD@Z 00D78870 f i mp_util_wad.o	VERIFIED: IDA const-char GetText forwards to mLocalize as ported
1232	VERIFIED	0002:005893a0 ?GetText@Broc@@YAPBDUbint@@PAD@Z 00D788A0 f i mp_util_wad.o	VERIFIED: IDA bint GetText emits decimal text as ported
1233	VERIFIED	0002:005893e0 ??$ConcatText@PBD$$BY01$$CBD$$BY0BD@$$CBD@Broc@@YAXAAVstring@0@ABQBDAAY01$$CBDAAY0BD@$$CBD@Z 00D788E0 f i mp_util_wad.o	VERIFIED: IDA three-part ConcatText sequence matches the shared formatter
1234	VERIFIED	0002:00589470 ??$ConcatText@PBD$$BY01$$CBD$$BY0BG@$$CBD@Broc@@YAXAAVstring@0@ABQBDAAY01$$CBDAAY0BG@$$CBD@Z 00D78970 f i mp_util_wad.o	VERIFIED: IDA three-part ConcatText sequence matches the shared formatter
1235	VERIFIED	0002:00589500 ??$ConcatText@$$BY0BC@$$CBD@Broc@@YAXAAVstring@0@AAY0BC@$$CBD@Z 00D78A00 f i mp_util_wad.o	VERIFIED: IDA single-part ConcatText sequence matches the shared formatter
1236	VERIFIED	0002:00589540 ??$ConcatText@PBD$$BY01$$CBD$$BY0CB@$$CBD@Broc@@YAXAAVstring@0@ABQBDAAY01$$CBDAAY0CB@$$CBD@Z 00D78A40 f i mp_util_wad.o	VERIFIED: IDA three-part ConcatText sequence matches the shared formatter
1237	VERIFIED	0002:005895d0 ??$ConcatText@$$BY0BL@$$CBD@Broc@@YAXAAVstring@0@AAY0BL@$$CBD@Z 00D78AD0 f i mp_util_wad.o	VERIFIED: IDA single-part ConcatText sequence matches the shared formatter
1238	VERIFIED	0002:00589610 ??$ConcatText@$$BY0BJ@$$CBD@Broc@@YAXAAVstring@0@AAY0BJ@$$CBD@Z 00D78B10 f i mp_util_wad.o	VERIFIED: IDA single-part ConcatText sequence matches the shared formatter
1239	VERIFIED	0002:00589650 ??$ConcatText@$$BY0BG@$$CBD@Broc@@YAXAAVstring@0@AAY0BG@$$CBD@Z 00D78B50 f i mp_util_wad.o	VERIFIED: IDA single-part ConcatText sequence matches the shared formatter
1240	VERIFIED	0002:00589690 ??$ConcatText@$$BY0BI@$$CBD@Broc@@YAXAAVstring@0@AAY0BI@$$CBD@Z 00D78B90 f i mp_util_wad.o	VERIFIED: IDA single-part ConcatText sequence matches the shared formatter
1241	VERIFIED	0002:005896d0 ??$ConcatText@$$BY0CF@$$CBD@Broc@@YAXAAVstring@0@AAY0CF@$$CBD@Z 00D78BD0 f i mp_util_wad.o	VERIFIED: IDA single-part ConcatText sequence matches the shared formatter
1242	VERIFIED	0002:00589710 ??$ConcatText@$$BY0CH@$$CBD@Broc@@YAXAAVstring@0@AAY0CH@$$CBD@Z 00D78C10 f i mp_util_wad.o	VERIFIED: IDA single-part ConcatText sequence matches the shared formatter
1243	VERIFIED	0002:00589750 ??$ConcatText@$$BY0BK@$$CBD@Broc@@YAXAAVstring@0@AAY0BK@$$CBD@Z 00D78C50 f i mp_util_wad.o	VERIFIED: IDA single-part ConcatText sequence matches the shared formatter
1244	VERIFIED	0002:00589790 ??$ConcatText@$$BY0BH@$$CBD@Broc@@YAXAAVstring@0@AAY0BH@$$CBD@Z 00D78C90 f i mp_util_wad.o	VERIFIED: IDA single-part ConcatText sequence matches the shared formatter
1245	VERIFIED	0002:005897d0 ??$ConcatText@$$BY0BA@$$CBD@Broc@@YAXAAVstring@0@AAY0BA@$$CBD@Z 00D78CD0 f i mp_util_wad.o	VERIFIED: IDA single-part ConcatText sequence matches the shared formatter
1246	VERIFIED	0002:00589810 ??$ConcatText@$$BY0BD@$$CBD@Broc@@YAXAAVstring@0@AAY0BD@$$CBD@Z 00D78D10 f i mp_util_wad.o	VERIFIED: IDA single-part ConcatText sequence matches the shared formatter
1247	VERIFIED	0002:00589850 ??$ConcatText@PBD@Broc@@YAXAAVstring@0@ABQBD@Z 00D78D50 f i mp_util_wad.o	VERIFIED: IDA const-char ConcatText sequence matches the shared formatter
1248	VERIFIED	0002:00589890 ??$ConcatText@$$BY0CE@$$CBD@Broc@@YAXAAVstring@0@AAY0CE@$$CBD@Z 00D78D90 f i mp_util_wad.o	VERIFIED: IDA single-part ConcatText sequence matches the shared formatter
1249	VERIFIED	0002:005898d0 ??$ConcatText@$$BY0BM@$$CBD@Broc@@YAXAAVstring@0@AAY0BM@$$CBD@Z 00D78DD0 f i mp_util_wad.o	VERIFIED: IDA single-part ConcatText sequence matches the shared formatter
1250	VERIFIED	0002:00589910 ?resize@?$dyn_array@H@Broc@@QAEXII@Z 00D78E10 f i mp_util_wad.o	VERIFIED: IDA int resize behavior matches the shared dyn_array implementation
1251	VERIFIED	0002:00589ba0 ?construct_array@?$dyn_array@H@Broc@@AAEPAHII@Z 00D790A0 f i mp_util_wad.o	VERIFIED: IDA int construct_array behavior matches the shared Win32 allocator equivalent
1252	VERIFIED	0002:00589d30 ?destroy_all@?$dyn_array@H@Broc@@AAEXXZ 00D79230 f i mp_util_wad.o	VERIFIED: IDA int destroy_all behavior matches the shared Win32 storage equivalent
1253	SKIPPED	0002:00589eb0 ??$_Iter_cat@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@std@@YA?AUbidirectional_iterator_tag@0@ABViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@0@@Z 00D793B0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1254	SKIPPED	0002:00589ed0 ??$_Distance2@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@I@std@@YAXViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@0@0AAIUbidirectional_iterator_tag@0@@Z 00D793D0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1255	SKIPPED	0002:00589f20 ??$_Insert@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@QAEXViterator@01@00Uforward_iterator_tag@1@@Z 00D79420 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1256	SKIPPED	0002:0058a030 ??$_Iter_cat@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@@std@@YA?AUbidirectional_iterator_tag@0@ABViterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@0@@Z 00D79530 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1257	SKIPPED	0002:0058a050 ??$_Insert@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@QAEXViterator@01@00Uforward_iterator_tag@1@@Z 00D79550 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1258	SKIPPED	0002:0058a160 ??$_Copy_opt@PAViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@PAV123@@std@@YAPAViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@0@PAV120@00U_Nonscalar_ptr_iterator_tag@0@@Z 00D79660 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1259	SKIPPED	0002:0058a1b0 ??$_Uninitialized_copy@PAViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@PAV123@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@3@@std@@YAPAViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@0@PAV120@00AAV?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@0@@Z 00D796B0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1260	SKIPPED	0002:0058a200 ??$_Copy_backward_opt@PAViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@PAV123@@std@@YAPAViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@0@PAV120@00U_Nonscalar_ptr_iterator_tag@0@@Z 00D79700 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
